iter	Passed	Remaining
1661	248318	50500
1662	248480	50353
1663	248639	50206
1664	248774	50053
1665	248897	49898
1666	249030	49746
1667	249146	49590
1668	249257	49433
1669	249408	49284
1670	249565	49136
1671	249720	48988
1672	249850	48835
1673	249974	48680
1674	250125	48531
1675	250234	48374
1676	250380	48224
1677	250519	48073
1678	250662	47923
1679	250814	47774
1680	250937	47619
1681	251072	47467
1682	251190	47312
1683	251333	47162
1684	251470	47010
1685	251608	46859
1686	251762	46711
1687	251912	46562
1688	252062	46412
1689	252190	46259
1690	252346	46111
1691	252502	45963
1692	252619	45808
1693	252763	45658
1694	252892	45505
1695	253031	45354
1696	253185	45206
1697	253323	45055
1698	253463	44904
1699	253608	44754
1700	253732	44600
1701	253935	44461
1702	254041	44304
1703	254156	44149
1704	254269	43993
1705	254402	43841
1706	254516	43686
1707	254637	43532
1708	254770	43381
1709	254905	43229
1710	255041	43078
1711	255173	42926
1712	255299	42773
1713	255433	42621
1714	255566	42470
1715	255693	42317
1716	255830	42166
1717	255968	42015
1718	256107	41865
1719	256252	41715
1720	256384	41563
1721	256511	41411
1722	256647	41260
1723	256775	41107
1724	256893	40953
1725	257022	40801
1726	257156	40650
1727	257297	40500
1728	257420	40347
1729	257541	40194
1730	257660	40040
1731	257778	39887
1732	257924	39737
1733	258039	39583
1734	258139	39427
1735	258263	39275
1736	258367	39119
1737	258495	38967
1738	258618	38815
1739	258739	38662
1740	258866	38510
1741	258996	38358
1742	259130	38207
1743	259264	38057
1744	259410	37908
1745	259539	37756
1746	259650	37602
1747	259768	37449
1748	259888	37296
1749	260016	37145
1750	260147	36994
1751	260298	36845
1752	260407	36691
1753	260538	36540
1754	260677	36390
1755	260820	36241
1756	260948	36090
1757	261062	35936
1758	261175	35783
1759	261309	35633
1760	261437	35481
1761	261551	35328
1762	261693	35179
1763	261851	35032
1764	261984	34881
1765	262116	34731
1766	262243	34579
1767	262365	34428
1768	262510	34279
1769	262639	34128
1770	262775	33978
1771	262911	33828
1772	263040	33677
1773	263173	33527
1774	263298	33375
1775	263432	33225
1776	263548	33073
1777	263695	32924
1778	263824	32774
1779	263940	32621
1780	264067	32470
1781	264196	32320
1782	264329	32170
1783	264456	32019
1784	264583	31868
1785	264694	31715
1786	264830	31566
1787	264958	31415
1788	265070	31263
1789	265200	31112
1790	265330	30962
1791	265471	30813
1792	265598	30663
1793	265726	30512
1794	265860	30362
1795	265987	30212
1796	266115	30061
1797	266234	29910
1798	266381	29762
1799	266517	29613
1800	266652	29463
1801	266771	29312
1802	266913	29163
1803	267079	29017
1804	267233	28870
1805	267378	28721
1806	267517	28572
1807	267657	28423
1808	267780	28273
1809	267910	28123
1810	268046	27973
1811	268190	27825
1812	268355	27679
1813	268495	27530
1814	268641	27382
1815	268772	27232
1816	268911	27083
1817	269048	26934
1818	269181	26785
1819	269428	26646
1820	269602	26501
1821	269742	26352
1822	269879	26203
1823	270006	26053
1824	270134	25903
1825	270278	25754
1826	270431	25607
1827	270576	25459
1828	270709	25309
1829	270853	25161
1830	270981	25011
1831	271120	24862
1832	271262	24714
1833	271391	24564
1834	271527	24415
1835	271654	24265
1836	271779	24115
1837	271892	23964
1838	272027	23815
1839	272159	23666
1840	272284	23516
1841	272408	23366
1842	272566	23219
1843	272719	23071
1844	272878	22924
1845	273023	22776
1846	273149	22626
1847	273295	22478
1848	273449	22331
1849	273587	22182
1850	273718	22033
1851	273856	21884
1852	273979	21735
1853	274113	21586
1854	274260	21438
1855	274394	21289
1856	274537	21141
1857	274676	20992
1858	274821	20844
1859	274940	20694
1860	275075	20545
1861	275190	20395
1862	275321	20246
1863	275459	20097
1864	275621	19951
1865	275763	19802
1866	275914	19655
1867	276053	19506
1868	276190	19358
1869	276348	19211
1870	276488	19063
1871	276627	18914
1872	276751	18765
1873	276891	18617
1874	277013	18467
1875	277142	18318
1876	277286	18170
1877	277414	18021
1878	277539	17872
1879	277682	17724
1880	277828	17576
1881	277983	17429
1882	278111	17280
1883	278238	17131
1884	278351	16981
1885	278476	16832
1886	278602	16683
1887	278745	16535
1888	278947	16391
1889	279068	16242
1890	279189	16092
1891	279327	15944
1892	279468	15796
1893	279597	15648
1894	279724	15499
1895	279841	15349
1896	279979	15201
1897	280103	15052
1898	280228	14904
1899	280353	14755
1900	280478	14606
1901	280600	14457
1902	280728	14309
1903	280866	14161
1904	280993	14012
1905	281129	13864
1906	281268	13716
1907	281389	13568
1908	281500	13418
1909	281641	13271
1910	281779	13123
1911	281925	12975
1912	282053	12827
1913	282196	12679
1914	282327	12531
1915	282468	12383
1916	282609	12236
1917	282739	12087
1918	282888	11940
1919	283022	11792
1920	283155	11644
1921	283288	11496
1922	283413	11348
1923	283544	11200
1924	283663	11051
1925	283854	10906
1926	283992	10758
1927	284151	10611
1928	284276	10463
1929	284413	10315
1930	284538	10167
1931	284672	10019
1932	284795	9871
1933	284923	9723
1934	285045	9575
1935	285159	9426
1936	285293	9279
1937	285396	9130
1938	285526	8982
1939	285657	8834
1940	285783	8686
1941	285903	8538
1942	286026	8390
1943	286161	8243
1944	286293	8095
1945	286425	7948
1946	286559	7800
1947	286685	7652
1948	286816	7505
1949	286947	7357
1950	287064	7209
1951	287205	7062
1952	287325	6914
1953	287453	6767
1954	287594	6619
1955	287743	6472
1956	287885	6325
1957	288017	6178
1958	288143	6030
1959	288281	5883
1960	288426	5736
1961	288561	5588
1962	288701	5441
1963	288843	5294
1964	288980	5147
1965	289132	5000
1966	289274	4853
1967	289425	4706
1968	289573	4559
1969	289748	4412
1970	289883	4265
1971	290017	4117
1972	290173	3970
1973	290308	3823
1974	290426	3676
1975	290559	3529
1976	290707	3382
1977	290863	3235
1978	290998	3087
1979	291131	2940
1980	291249	2793
1981	291376	2646
1982	291510	2499
1983	291623	2351
1984	291733	2204
1985	291871	2057
1986	292023	1910
1987	292186	1763
1988	292341	1616
1989	292492	1469
1990	292636	1322
1991	292786	1175
1992	292922	1028
1993	293066	881
1994	293186	734
1995	293315	587
1996	293437	440
1997	293578	293
1998	293706	146
1999	293839	0
