iter	RMSE
1665	1.324137095
1666	1.324125127
1667	1.324118914
1668	1.324093197
1669	1.324060853
1670	1.324025762
1671	1.323999555
1672	1.323951374
1673	1.32389284
1674	1.323853452
1675	1.323826256
1676	1.323814135
1677	1.323804726
1678	1.323792811
1679	1.323760472
1680	1.323718983
1681	1.323704425
1682	1.323675715
1683	1.323630164
1684	1.323569453
1685	1.323519945
1686	1.323466781
1687	1.323445983
1688	1.323424374
1689	1.323390576
1690	1.323366131
1691	1.323310733
1692	1.323294207
1693	1.323235874
1694	1.323196668
1695	1.323129133
1696	1.323112877
1697	1.323078472
1698	1.323065659
1699	1.323051499
1700	1.323027955
1701	1.323006663
1702	1.322989043
1703	1.322938597
1704	1.322918408
1705	1.322879891
1706	1.322854608
1707	1.322809007
1708	1.322767467
1709	1.322741933
1710	1.322711202
1711	1.322701525
1712	1.322668173
1713	1.322643852
1714	1.322599742
1715	1.322584576
1716	1.322565714
1717	1.322553329
1718	1.322511301
1719	1.32250016
1720	1.322431213
1721	1.322388233
1722	1.322353659
1723	1.322304323
1724	1.322285116
1725	1.322241489
1726	1.322221885
1727	1.322191879
1728	1.32217633
1729	1.322165275
1730	1.322144881
1731	1.322131741
1732	1.322104271
1733	1.322067438
1734	1.322055455
1735	1.32201556
1736	1.321998133
1737	1.321936964
1738	1.321889704
1739	1.3218657
1740	1.32183081
1741	1.321779494
1742	1.321713092
1743	1.321696295
1744	1.321675621
1745	1.321644253
1746	1.321628448
1747	1.321606544
1748	1.321509059
1749	1.321475506
1750	1.321418898
1751	1.321382703
1752	1.321351577
1753	1.321329122
1754	1.321299413
1755	1.321256376
1756	1.321221364
1757	1.321199753
1758	1.32113212
1759	1.321111176
1760	1.321092188
1761	1.321057672
1762	1.321037398
1763	1.32100832
1764	1.320990511
1765	1.320949513
1766	1.320932713
1767	1.320874575
1768	1.320840068
1769	1.32082909
1770	1.320785928
1771	1.320746986
1772	1.320698916
1773	1.320683425
1774	1.320654988
1775	1.32063864
1776	1.32063235
1777	1.320614337
1778	1.32059271
1779	1.320582554
1780	1.32052505
1781	1.320509461
1782	1.32044346
1783	1.320425487
1784	1.32036057
1785	1.320325682
1786	1.320278735
1787	1.320266096
1788	1.320225347
1789	1.320184157
1790	1.320145526
1791	1.320107431
1792	1.320085222
1793	1.320035915
1794	1.320007122
1795	1.319990614
1796	1.319939595
1797	1.319903069
1798	1.319871425
1799	1.319823135
1800	1.319791599
1801	1.319744104
1802	1.319736011
1803	1.319692801
1804	1.319666413
1805	1.319628442
1806	1.31958711
1807	1.31956208
1808	1.319525332
1809	1.319473405
1810	1.319435587
1811	1.319417039
1812	1.319405588
1813	1.319368828
1814	1.319317173
1815	1.319288817
1816	1.319250658
1817	1.31921166
1818	1.319146764
1819	1.319132226
1820	1.319104121
1821	1.319070675
1822	1.319051297
1823	1.319017321
1824	1.31897721
1825	1.318941669
1826	1.318932983
1827	1.318910374
1828	1.318879464
1829	1.31885281
1830	1.318819004
1831	1.318794822
1832	1.318766023
1833	1.318725925
1834	1.318708131
1835	1.318668131
1836	1.318652789
1837	1.318641148
1838	1.318617324
1839	1.318554538
1840	1.318491118
1841	1.31843798
1842	1.31839822
1843	1.318354776
1844	1.318342701
1845	1.318327797
1846	1.318298657
1847	1.318272441
1848	1.318255179
1849	1.31821419
1850	1.318197584
1851	1.318186239
1852	1.318145019
1853	1.318132194
1854	1.318089813
1855	1.318080934
1856	1.318062023
1857	1.318039974
1858	1.317995415
1859	1.317974248
1860	1.317952984
1861	1.317930958
1862	1.317909083
1863	1.317880906
1864	1.317830807
1865	1.317769606
1866	1.317748382
1867	1.317692349
1868	1.317664474
1869	1.317636995
1870	1.317630414
1871	1.317619543
1872	1.317576859
1873	1.317547158
1874	1.317500276
1875	1.317461378
1876	1.317442807
1877	1.317399476
1878	1.317375917
1879	1.317343235
1880	1.317313098
1881	1.317302517
1882	1.317282106
1883	1.317259507
1884	1.317238691
1885	1.317201724
1886	1.317166684
1887	1.317132002
1888	1.317102357
1889	1.317085454
1890	1.317073306
1891	1.317054228
1892	1.31702925
1893	1.316989358
1894	1.316954245
1895	1.316906619
1896	1.316864924
1897	1.316857222
1898	1.316815269
1899	1.31679051
1900	1.31676848
1901	1.316740996
1902	1.316693223
1903	1.316652089
1904	1.316644457
1905	1.316602273
1906	1.316590033
1907	1.316572851
1908	1.316531799
1909	1.316513856
1910	1.316487095
1911	1.31645629
1912	1.316405578
1913	1.31638685
1914	1.31634745
1915	1.316301795
1916	1.316276187
1917	1.316252189
1918	1.316238014
1919	1.316210931
1920	1.316171222
1921	1.316137427
1922	1.316058694
1923	1.316049716
1924	1.31604467
1925	1.316027539
1926	1.316002559
1927	1.315989955
1928	1.315957557
1929	1.315930853
1930	1.315912778
1931	1.315890652
1932	1.315857584
1933	1.315809243
1934	1.31579446
1935	1.315785757
1936	1.315749069
1937	1.315731063
1938	1.315713676
1939	1.315684932
1940	1.315668636
1941	1.315646045
1942	1.315601885
1943	1.315579091
1944	1.315558751
1945	1.315543496
1946	1.315527666
1947	1.315503107
1948	1.315488554
1949	1.315475829
1950	1.315420154
1951	1.315401747
1952	1.31536982
1953	1.315334355
1954	1.315313304
1955	1.315299649
1956	1.315277809
1957	1.315218546
1958	1.315179804
1959	1.315166312
1960	1.315158119
1961	1.31510478
1962	1.315076187
1963	1.315023984
1964	1.314989579
1965	1.314976509
1966	1.314961273
1967	1.314873566
1968	1.314838943
1969	1.314805082
1970	1.314792713
1971	1.314736827
1972	1.314726034
1973	1.314710382
1974	1.314664454
1975	1.314603622
1976	1.314555221
1977	1.31451217
1978	1.314494483
1979	1.314438685
1980	1.314415785
1981	1.314345574
1982	1.314318109
1983	1.314297217
1984	1.314246109
1985	1.314183538
1986	1.314157384
1987	1.314119506
1988	1.314095961
1989	1.314083044
1990	1.314027907
1991	1.31400334
1992	1.313972696
1993	1.31395255
1994	1.313923009
1995	1.313904693
1996	1.313872573
1997	1.313857051
1998	1.313812972
1999	1.313776527
