iter	RMSE
132	1.447297002
133	1.447112902
134	1.446834068
135	1.446451061
136	1.446117067
137	1.445803652
138	1.445466542
139	1.445234913
140	1.444927514
141	1.444438565
142	1.444231165
143	1.443974709
144	1.443649324
145	1.443459069
146	1.443156647
147	1.442876684
148	1.442384721
149	1.441899283
150	1.441651707
151	1.441457278
152	1.441220188
153	1.441025438
154	1.440726763
155	1.440258202
156	1.43984426
157	1.439621495
158	1.43938613
159	1.439090744
160	1.438945076
161	1.438744704
162	1.438327034
163	1.438070118
164	1.437840586
165	1.437583077
166	1.437246011
167	1.43698739
168	1.436800106
169	1.436584955
170	1.436347759
171	1.436004069
172	1.43566637
173	1.435316853
174	1.435000539
175	1.434733685
176	1.434567702
177	1.434234626
178	1.433769512
179	1.433478291
180	1.433227169
181	1.433029958
182	1.432850148
183	1.432467988
184	1.432057988
185	1.431844911
186	1.4316368
187	1.431344602
188	1.431066316
189	1.430856392
190	1.430474428
191	1.430250185
192	1.430058567
193	1.42980805
194	1.429642276
195	1.429497977
196	1.429213638
197	1.428887743
198	1.428653985
199	1.428543798
200	1.428260898
201	1.427774919
202	1.427488932
203	1.42710021
204	1.426731017
205	1.426551339
206	1.426338519
207	1.42602759
208	1.42585696
209	1.42564157
210	1.425474051
211	1.425370379
212	1.425186547
213	1.424991869
214	1.424822291
215	1.424673231
216	1.424369048
217	1.424083895
218	1.423840492
219	1.423499026
220	1.423343627
221	1.423137092
222	1.422882817
223	1.42264098
224	1.422464455
225	1.422262514
226	1.42212232
227	1.421781514
228	1.421568
229	1.421275439
230	1.421120318
231	1.420782434
232	1.420656009
233	1.420516233
234	1.420335978
235	1.41996724
236	1.419770366
237	1.419480387
238	1.419190101
239	1.419005351
240	1.418838265
241	1.41861666
242	1.41843338
243	1.418262096
244	1.418102255
245	1.417944687
246	1.417793803
247	1.417645235
248	1.417463519
249	1.417225053
250	1.416996506
251	1.416834759
252	1.416651202
253	1.416530317
254	1.416351317
255	1.416188614
256	1.416019063
257	1.415754734
258	1.415607348
259	1.415406571
260	1.415147674
261	1.415038215
262	1.414812655
263	1.414620772
264	1.414459128
265	1.414170921
266	1.414046003
267	1.413883696
268	1.413666123
269	1.413525067
270	1.413355951
271	1.41320866
272	1.413066834
273	1.412874863
274	1.412712302
275	1.412536374
276	1.412328889
277	1.412244509
278	1.412061778
279	1.411898895
280	1.411749693
281	1.411558391
282	1.411412201
283	1.411262445
284	1.411136482
285	1.411031877
286	1.410873001
287	1.410676978
288	1.410536112
289	1.410403734
290	1.410216087
291	1.410027099
292	1.409913258
293	1.409743492
294	1.409592936
295	1.409310977
296	1.409170096
297	1.409055022
298	1.408986686
299	1.408843646
300	1.408691528
301	1.408628313
302	1.408340867
303	1.408216367
304	1.407988348
305	1.407835803
306	1.407708527
307	1.407619202
308	1.40749187
309	1.407367918
310	1.407178954
311	1.407098351
312	1.406927295
313	1.406753094
314	1.406576397
315	1.406376133
316	1.406257715
317	1.406111584
318	1.40588453
319	1.405735771
320	1.405547559
321	1.405449946
322	1.405324662
323	1.405156055
324	1.405037305
325	1.404909873
326	1.404693961
327	1.404485816
328	1.404395316
329	1.404143415
330	1.404034169
331	1.403909728
332	1.403795018
333	1.403632635
334	1.403502638
335	1.403371676
336	1.403279374
337	1.403123049
338	1.402914243
339	1.402819922
340	1.402677855
341	1.4025082
342	1.402393118
343	1.402272438
344	1.402147204
345	1.402097961
346	1.401995203
347	1.40187406
348	1.40176205
349	1.401569004
350	1.401433683
351	1.401238449
352	1.40116522
353	1.401041187
354	1.400922342
355	1.400717138
356	1.400504084
357	1.400348795
358	1.400202665
359	1.400079307
360	1.399910721
361	1.39978366
362	1.399678369
363	1.399530684
364	1.399396257
365	1.39925745
366	1.399151025
367	1.399045828
368	1.398921128
369	1.398756769
370	1.398623223
371	1.398520124
372	1.398362846
373	1.398212413
374	1.398077905
375	1.397951558
376	1.397816573
377	1.397647296
378	1.39751889
379	1.397408959
380	1.39732107
381	1.397220825
382	1.397091799
383	1.396939112
384	1.39682278
385	1.396706428
386	1.396603735
387	1.396415156
388	1.396290734
389	1.396176951
390	1.396059465
391	1.395892926
392	1.395786166
393	1.395684691
394	1.395610104
395	1.395510317
396	1.39539825
397	1.395284414
398	1.3951494
399	1.395014164
400	1.394931558
401	1.394739748
402	1.394602928
403	1.394486345
404	1.394334868
405	1.394222006
406	1.394083963
407	1.393941849
408	1.393853358
409	1.393721811
410	1.39357853
411	1.393466381
412	1.393384281
413	1.393275839
414	1.393148829
415	1.393035653
416	1.392931222
417	1.392767766
418	1.392670343
419	1.392551039
420	1.392440507
421	1.392339595
422	1.392203692
423	1.392100765
424	1.392007972
425	1.391904475
426	1.391788646
427	1.391702995
428	1.391590848
429	1.391492705
430	1.391377177
431	1.39129079
432	1.391174567
433	1.391051682
434	1.390942672
435	1.390829368
436	1.390698461
437	1.390594917
438	1.390372768
439	1.390198557
440	1.390099755
441	1.389982179
442	1.389900723
443	1.389781504
444	1.3896426
445	1.389518562
446	1.389414726
447	1.389297769
448	1.389180159
449	1.389081969
450	1.388987196
451	1.388892222
452	1.388780963
453	1.388627026
454	1.388542824
455	1.388428118
456	1.388316284
457	1.388222779
458	1.388148831
459	1.388026068
460	1.387836466
461	1.38771416
462	1.387613521
463	1.387491467
464	1.387412891
465	1.387284904
466	1.387163205
467	1.387022578
468	1.386938238
469	1.386861438
470	1.386672524
471	1.386572889
472	1.386451856
473	1.386344993
474	1.386248242
475	1.386177084
476	1.386069415
477	1.385967559
478	1.385863682
479	1.385749438
480	1.385639271
481	1.385459521
482	1.385350762
483	1.385264228
484	1.38518521
485	1.385088094
486	1.384978975
487	1.384873306
488	1.384773315
489	1.384604414
490	1.38445429
491	1.384364255
492	1.384281598
493	1.384189127
494	1.384096797
495	1.383989873
496	1.383910427
497	1.383814858
498	1.38372979
499	1.383559294
500	1.38348727
501	1.383405046
502	1.383287998
503	1.383189875
504	1.383098582
505	1.382945016
506	1.382880185
507	1.382796416
508	1.382684007
509	1.382580395
510	1.382542388
511	1.382481547
512	1.382360584
513	1.382258252
514	1.38218317
515	1.38209268
516	1.382001202
517	1.381927232
518	1.381843777
519	1.381690251
520	1.381527314
521	1.381411604
522	1.381334415
523	1.381278969
524	1.381243468
525	1.381106246
526	1.381037597
527	1.380963669
528	1.380862521
529	1.38081767
530	1.380696564
531	1.380615109
532	1.380515834
533	1.38044061
534	1.380349203
535	1.380260589
536	1.380154638
537	1.380075838
538	1.38001317
539	1.37991282
540	1.379826461
541	1.379756672
542	1.379668336
543	1.379587268
544	1.379512829
545	1.379398528
546	1.379349718
547	1.379271503
548	1.379194861
549	1.379123478
550	1.37907168
551	1.3789928
552	1.378930256
553	1.37889114
554	1.37881976
555	1.378746808
556	1.378667774
557	1.378586737
558	1.378504593
559	1.378440541
560	1.378344885
561	1.378280499
562	1.37821601
563	1.378138333
564	1.378066133
565	1.37797285
566	1.377890888
567	1.377770964
568	1.37767055
569	1.377607789
570	1.377499425
571	1.377404862
572	1.377331196
573	1.377248008
574	1.377180637
575	1.377141186
576	1.377053337
577	1.376965339
578	1.376877996
579	1.376790349
580	1.376737784
581	1.376653835
582	1.376604663
583	1.376483968
584	1.376420905
585	1.376351678
586	1.376272126
587	1.376172273
588	1.376119506
589	1.376033039
590	1.375989988
591	1.375903523
592	1.375859393
593	1.375785102
594	1.375690181
595	1.375595907
596	1.375551065
597	1.375464917
598	1.375408215
599	1.375342943
600	1.375264396
601	1.375201804
602	1.375122024
603	1.375035831
604	1.374961996
605	1.37489822
606	1.374801291
607	1.374755551
608	1.374685957
609	1.374629184
610	1.374571398
611	1.374491707
612	1.374439528
613	1.374357509
614	1.374271378
615	1.374203858
616	1.374131648
617	1.374081977
618	1.373997047
619	1.373934175
620	1.373810434
621	1.37373812
622	1.373659753
623	1.373566592
624	1.373480239
625	1.37339834
626	1.373358265
627	1.373284557
628	1.373213519
629	1.373140734
630	1.373089043
631	1.373038544
632	1.372980782
633	1.372914351
634	1.37278855
635	1.372717027
636	1.372641968
637	1.372582997
638	1.372512741
639	1.372426243
640	1.37236444
641	1.372281006
642	1.372211748
643	1.372142278
644	1.372083249
645	1.37203254
646	1.371949723
647	1.37184532
648	1.3717704
649	1.371696728
650	1.371642329
651	1.37154121
652	1.3714915
653	1.371413588
654	1.371382128
655	1.371290039
656	1.371214863
657	1.371132992
658	1.3710823
659	1.370997251
660	1.370961397
661	1.370880325
662	1.370810728
663	1.370741699
664	1.37069485
665	1.370660295
666	1.370564603
667	1.370489349
668	1.370453994
669	1.370365808
670	1.370292692
671	1.370224216
672	1.370180361
673	1.370132831
674	1.370024691
675	1.369940865
676	1.369855532
677	1.369795126
678	1.36971773
679	1.369572791
680	1.369531957
681	1.36948817
682	1.369419841
683	1.369381552
684	1.369297994
685	1.369194404
686	1.369109405
687	1.36903951
688	1.369010503
689	1.368923958
690	1.368856792
691	1.36879251
692	1.368695281
693	1.368631894
694	1.368584613
695	1.368514151
696	1.368468762
697	1.368404709
698	1.368364116
699	1.368285443
700	1.368166375
701	1.368130495
702	1.36805057
703	1.367967101
704	1.367893184
705	1.36785285
706	1.36783401
707	1.367794007
708	1.367730291
709	1.367650045
710	1.36754567
711	1.367486032
712	1.36740771
713	1.367328699
714	1.367281161
715	1.367196013
716	1.367126573
717	1.36703774
718	1.366959094
719	1.366921572
720	1.366880033
721	1.366832459
722	1.366787123
723	1.366724548
724	1.366672796
725	1.366631257
726	1.366544177
727	1.366470348
728	1.366405822
729	1.366356262
730	1.366272291
731	1.366217928
732	1.366163666
733	1.366019154
734	1.365975877
735	1.365891405
736	1.365808743
737	1.365729279
738	1.365653957
739	1.36560883
740	1.365562269
741	1.365467333
742	1.365451708
743	1.365413845
744	1.365346591
745	1.365276595
746	1.365172375
747	1.365132582
748	1.365076911
749	1.365040724
750	1.364965376
751	1.36491909
752	1.364845166
753	1.364795294
754	1.364717989
755	1.364668473
756	1.364625576
757	1.364540402
758	1.364492582
759	1.364448054
760	1.364348118
761	1.364317357
762	1.364256365
763	1.36413569
764	1.364081447
765	1.36394765
766	1.363897102
767	1.363828496
768	1.363765223
769	1.363721899
770	1.363692263
771	1.363629659
772	1.363492267
773	1.363391772
774	1.363348206
775	1.36329978
776	1.36321772
777	1.363206378
778	1.363147649
779	1.363091886
780	1.362994535
781	1.362958214
782	1.362915506
783	1.36286353
784	1.36278696
785	1.362734187
786	1.362638208
787	1.362598153
788	1.362538629
789	1.362498722
790	1.362406459
791	1.362351548
792	1.362279298
793	1.36220434
794	1.362129027
795	1.362095008
796	1.3620431
797	1.361966878
798	1.361925142
799	1.361882022
800	1.361818254
801	1.361757758
802	1.361687456
803	1.361648171
804	1.361595313
805	1.361533161
806	1.361462687
807	1.361424598
808	1.361359524
809	1.361317199
810	1.361264984
811	1.361206981
812	1.361166954
813	1.361104011
814	1.361016216
815	1.360948579
816	1.360878499
817	1.360796982
818	1.360737968
819	1.360664755
820	1.360631292
821	1.360572337
822	1.360540419
823	1.36047186
824	1.360423649
825	1.360362753
826	1.36026505
827	1.360206019
828	1.360174606
829	1.360117608
830	1.360077708
831	1.360023658
832	1.359949691
833	1.359893908
834	1.359853113
835	1.359822884
836	1.35974529
837	1.359668202
838	1.35964315
839	1.359580497
840	1.359493757
841	1.359431278
842	1.359356834
843	1.359295987
844	1.359223431
845	1.359170792
846	1.359059392
847	1.358996948
848	1.358958307
849	1.358908452
850	1.35886109
851	1.35881421
852	1.358781145
853	1.358725296
854	1.358667584
855	1.358589178
856	1.358526336
857	1.358467465
858	1.358432935
859	1.358392399
860	1.358343135
861	1.358299274
862	1.358223154
863	1.358153198
864	1.358114556
865	1.358085719
866	1.357999177
867	1.357961781
868	1.357889731
869	1.35783398
870	1.357745331
871	1.357691584
872	1.35762901
873	1.357600712
874	1.357474552
875	1.357434427
876	1.357385176
877	1.357324931
878	1.357294127
879	1.35722689
880	1.357150466
881	1.357121275
882	1.357053647
883	1.356987483
884	1.356954625
885	1.356910268
886	1.356837682
887	1.356749299
888	1.356703325
889	1.356663766
890	1.356560418
891	1.356463138
892	1.356391202
893	1.356343245
894	1.356317069
895	1.356285302
896	1.356239865
897	1.35621063
898	1.356144674
899	1.356095746
900	1.356068369
901	1.35599447
902	1.355957409
903	1.355889203
904	1.355844339
905	1.355786348
906	1.355752839
907	1.355715301
908	1.355647507
909	1.355590709
910	1.355511942
911	1.355434429
912	1.355402577
913	1.355334857
914	1.355289322
915	1.355253206
916	1.35520772
917	1.355154549
918	1.355107461
919	1.355058828
920	1.355022582
921	1.354964071
922	1.354921258
923	1.354867425
924	1.354825973
925	1.354779953
926	1.354723681
927	1.354692136
928	1.35465303
929	1.354580814
930	1.35454712
931	1.354522994
932	1.354471769
933	1.354399132
934	1.354349175
935	1.354278765
936	1.354226702
937	1.354202236
938	1.354167817
939	1.354122445
940	1.354051781
941	1.354006251
942	1.353957206
943	1.353929494
944	1.353889444
945	1.353831015
946	1.353781204
947	1.353752007
948	1.353681418
949	1.353642304
950	1.353559914
951	1.353523587
952	1.353462217
953	1.353378008
954	1.353338784
955	1.353293752
956	1.353267484
957	1.353241332
958	1.353213885
959	1.353184361
960	1.353135333
961	1.353018479
962	1.352928497
963	1.352856564
964	1.352801394
965	1.352744599
966	1.352668288
967	1.352606586
968	1.352501123
969	1.352410773
970	1.352345323
971	1.352292905
972	1.3522552
973	1.352214902
974	1.352174436
975	1.352143639
976	1.352094325
977	1.352019696
978	1.351971923
979	1.351858682
980	1.351807928
981	1.351754878
982	1.351714935
983	1.351593732
984	1.351523588
985	1.351476078
986	1.351441083
987	1.351399193
988	1.351359763
989	1.351286692
990	1.351226068
991	1.351183461
992	1.351134009
993	1.351088858
994	1.351044443
995	1.351001945
996	1.35095851
997	1.350894183
998	1.350814076
999	1.350773405
1000	1.350725803
1001	1.350686774
1002	1.350638538
1003	1.350589695
1004	1.350558638
1005	1.350500123
1006	1.35043295
1007	1.350377675
1008	1.350340333
1009	1.350291227
1010	1.350228304
1011	1.350176132
1012	1.350143512
1013	1.35011385
1014	1.349986572
1015	1.349933048
1016	1.349896892
1017	1.34984141
1018	1.349801415
1019	1.349698149
1020	1.349649799
1021	1.349598114
1022	1.349562981
1023	1.34950023
1024	1.349440516
1025	1.349395506
1026	1.349299921
1027	1.349258933
1028	1.349218507
1029	1.349197869
1030	1.349151776
1031	1.349116117
1032	1.349042279
1033	1.34898304
1034	1.348895649
1035	1.348854664
1036	1.348819731
1037	1.348801189
1038	1.348752659
1039	1.348717327
1040	1.348673004
1041	1.348607929
1042	1.348569228
1043	1.348480785
1044	1.348361501
1045	1.348254951
1046	1.348206497
1047	1.34809782
1048	1.348063196
1049	1.348002493
1050	1.347973982
1051	1.347938965
1052	1.347831613
1053	1.347781462
1054	1.347718198
1055	1.347666732
1056	1.347594
1057	1.347539786
1058	1.347502965
1059	1.347446298
1060	1.347405056
1061	1.347364895
1062	1.347275783
1063	1.347232618
1064	1.34715883
1065	1.347114092
1066	1.347049539
1067	1.34702139
1068	1.346965874
1069	1.346929154
1070	1.34689159
1071	1.346813219
1072	1.346769257
1073	1.346723125
1074	1.346692817
1075	1.346643917
1076	1.346587829
1077	1.346513141
1078	1.346463352
1079	1.346434824
1080	1.346369383
1081	1.346352948
1082	1.346311566
1083	1.346270306
1084	1.346219312
1085	1.346181233
1086	1.346138471
1087	1.346056893
1088	1.346010774
1089	1.345970051
1090	1.345933818
1091	1.345909818
1092	1.345888748
1093	1.345858656
1094	1.345814069
1095	1.34578357
1096	1.345711158
1097	1.345664997
1098	1.345627739
1099	1.345569599
1100	1.345532205
1101	1.345464061
1102	1.345425888
1103	1.345384418
1104	1.345343171
1105	1.34531147
1106	1.345239804
1107	1.345189608
1108	1.345146476
1109	1.345091184
1110	1.345044332
1111	1.344974324
1112	1.344909248
1113	1.344875211
1114	1.344821775
1115	1.344780073
1116	1.344681085
1117	1.344636267
1118	1.344605255
1119	1.344510295
1120	1.344477436
1121	1.344436376
1122	1.344366304
1123	1.344318811
1124	1.344243138
1125	1.344204538
1126	1.344172768
1127	1.344127339
1128	1.344085744
1129	1.344063557
1130	1.344054174
1131	1.344007403
1132	1.34396908
1133	1.3438996
1134	1.343845712
1135	1.34380617
1136	1.343771406
1137	1.343725435
1138	1.343696478
1139	1.343658033
1140	1.343618409
1141	1.343581603
1142	1.343557938
1143	1.343517777
1144	1.343466197
1145	1.343403707
1146	1.343326313
1147	1.343260005
1148	1.343196943
1149	1.343163857
1150	1.343122329
1151	1.343070834
1152	1.343019832
1153	1.342981238
1154	1.342944981
1155	1.342904704
1156	1.342859198
1157	1.342828653
1158	1.342777908
1159	1.342740964
1160	1.342715796
1161	1.342642952
1162	1.342549487
1163	1.342532949
1164	1.342503635
1165	1.342421345
1166	1.342374956
1167	1.342342438
1168	1.342285523
1169	1.342223581
1170	1.342192973
1171	1.342163968
1172	1.34210045
1173	1.342077438
1174	1.342052408
1175	1.342033565
1176	1.341969996
1177	1.341912124
1178	1.341875133
1179	1.34183624
1180	1.341750046
1181	1.341743133
1182	1.341701301
1183	1.341661925
1184	1.34163384
1185	1.34161993
1186	1.341556317
1187	1.341546571
1188	1.341524262
1189	1.341492922
1190	1.341446378
1191	1.341406846
1192	1.341349853
1193	1.341302452
1194	1.341248572
1195	1.341193619
1196	1.341157279
1197	1.341087004
1198	1.341035336
1199	1.340971308
1200	1.340938798
1201	1.340875997
1202	1.340801564
1203	1.340763826
1204	1.340722808
1205	1.340691287
1206	1.340654813
1207	1.340636032
1208	1.340594679
1209	1.340532329
1210	1.340488792
1211	1.340447273
1212	1.340406671
1213	1.340370005
1214	1.340335822
1215	1.340312269
1216	1.340270804
1217	1.340241734
1218	1.340196785
1219	1.340138673
1220	1.340112027
1221	1.340050895
1222	1.339996237
1223	1.339926265
1224	1.339898218
1225	1.339862502
1226	1.339829686
1227	1.339800793
1228	1.339736507
1229	1.339672831
1230	1.339631745
1231	1.339599859
1232	1.339561104
1233	1.339516314
1234	1.339486561
1235	1.339450508
1236	1.339423878
1237	1.339406702
1238	1.339367194
1239	1.339346309
1240	1.339291908
1241	1.339237847
1242	1.339215633
1243	1.339203498
1244	1.339121483
1245	1.339086833
1246	1.339058231
1247	1.339026577
1248	1.338984247
1249	1.338915417
1250	1.338888568
1251	1.338834314
1252	1.338773297
1253	1.338746841
1254	1.338711251
1255	1.338653474
1256	1.338620392
1257	1.338593512
1258	1.338567492
1259	1.338541416
1260	1.338521461
1261	1.338489831
1262	1.338449448
1263	1.338400626
1264	1.338353343
1265	1.338343113
1266	1.338315456
1267	1.338273246
1268	1.338245263
1269	1.338235075
1270	1.338198543
1271	1.338148375
1272	1.338103652
1273	1.338078723
1274	1.338037907
1275	1.337991751
1276	1.337975756
1277	1.337915584
1278	1.337891582
1279	1.337866601
1280	1.337825349
1281	1.337801075
1282	1.337780489
1283	1.337758341
1284	1.337738064
1285	1.337693789
1286	1.337656154
1287	1.337613734
1288	1.337569253
1289	1.337549609
1290	1.337514011
1291	1.337465619
1292	1.337414241
1293	1.337387236
1294	1.337359686
1295	1.337331833
1296	1.337323422
1297	1.33729509
1298	1.337252045
1299	1.337207928
1300	1.337187197
1301	1.337167944
1302	1.337122368
1303	1.337080383
1304	1.337045906
1305	1.336985357
1306	1.336954774
1307	1.336934745
1308	1.336875752
1309	1.336818809
1310	1.336774585
1311	1.336747079
1312	1.336699967
1313	1.33665113
1314	1.336629763
1315	1.336568041
1316	1.336521656
1317	1.336479834
1318	1.336433585
1319	1.33638381
1320	1.336322351
1321	1.336286937
1322	1.336220747
1323	1.33618752
1324	1.336157915
1325	1.336111227
1326	1.336071873
1327	1.336051492
1328	1.336025986
1329	1.335980778
1330	1.335956093
1331	1.335895592
1332	1.335859829
1333	1.335830878
1334	1.335753144
1335	1.335733072
1336	1.335665476
1337	1.335628894
1338	1.335586791
1339	1.335567902
1340	1.335544219
1341	1.335527678
1342	1.335490855
1343	1.335451935
1344	1.335415831
1345	1.335399696
1346	1.335349996
1347	1.335294102
1348	1.335217017
1349	1.335175392
1350	1.335155832
1351	1.335085894
1352	1.335041569
1353	1.334996456
1354	1.334980723
1355	1.334957318
1356	1.33493444
1357	1.334906861
1358	1.334889046
1359	1.334843299
1360	1.334790947
1361	1.334759944
1362	1.334707055
1363	1.334657442
1364	1.334617283
1365	1.334555303
1366	1.33450158
1367	1.334483068
1368	1.334427519
1369	1.334382632
1370	1.334322204
1371	1.334275196
1372	1.334219341
1373	1.33415947
1374	1.334087233
1375	1.334032165
1376	1.334008868
1377	1.33396332
1378	1.333910832
1379	1.333891941
1380	1.333872176
1381	1.333844444
1382	1.333814506
1383	1.333805461
1384	1.333785514
1385	1.333740567
1386	1.333683759
1387	1.333655675
1388	1.333606087
1389	1.333587644
1390	1.333533265
1391	1.333498454
1392	1.33347652
1393	1.333452808
1394	1.333431442
1395	1.333374643
1396	1.333327825
1397	1.333287911
1398	1.333247368
1399	1.333179827
1400	1.333117624
1401	1.333099827
1402	1.333065801
1403	1.333014313
1404	1.332976678
1405	1.332945534
1406	1.332924119
1407	1.332890351
1408	1.332872004
1409	1.332848323
1410	1.332818348
1411	1.332799427
1412	1.332774544
1413	1.332756251
1414	1.332739221
1415	1.332715015
1416	1.332654322
1417	1.332610756
1418	1.332558359
1419	1.332525549
1420	1.332494901
1421	1.332476078
1422	1.332459199
1423	1.332388975
1424	1.332355104
1425	1.332332242
1426	1.332277513
1427	1.332260026
1428	1.332247399
1429	1.332230473
1430	1.332194721
1431	1.33216969
1432	1.332132287
1433	1.332098773
1434	1.332049234
1435	1.332020446
1436	1.332004336
1437	1.33198457
1438	1.331933584
1439	1.331900188
1440	1.331881707
1441	1.331860167
1442	1.331793809
1443	1.331747907
1444	1.331709719
1445	1.331667166
1446	1.331645785
1447	1.331617258
1448	1.331577183
1449	1.331545736
1450	1.331493159
1451	1.331473984
1452	1.331419617
1453	1.331373587
1454	1.331348457
1455	1.33132692
1456	1.331311097
1457	1.331288149
1458	1.331258455
1459	1.331219269
1460	1.33119948
1461	1.331150781
1462	1.331106703
1463	1.331044494
1464	1.330981816
1465	1.330931333
1466	1.330909207
1467	1.330893694
1468	1.330869666
1469	1.330795418
1470	1.33074339
1471	1.330717647
1472	1.330695278
1473	1.330652401
1474	1.330587316
1475	1.330579923
1476	1.330556189
1477	1.330510334
1478	1.330499212
1479	1.330479439
1480	1.330437338
1481	1.330423716
1482	1.33039083
1483	1.330358948
1484	1.330334057
1485	1.330307414
1486	1.330290609
1487	1.330264489
1488	1.330224667
1489	1.330210805
1490	1.33016568
1491	1.330143888
1492	1.330080616
1493	1.330042671
1494	1.330011999
1495	1.329993152
1496	1.329969498
1497	1.329924183
1498	1.329905042
1499	1.329886929
1500	1.329861931
1501	1.329844679
1502	1.329836301
1503	1.329787856
1504	1.329760636
1505	1.329734434
1506	1.329704692
1507	1.329687282
1508	1.329661113
1509	1.329634704
1510	1.329626623
1511	1.329589487
1512	1.329565979
1513	1.329530849
1514	1.329473333
1515	1.329436951
1516	1.32939726
1517	1.329373373
1518	1.329347199
1519	1.329326209
1520	1.329300089
1521	1.329271702
1522	1.329239807
1523	1.329225216
1524	1.32920709
1525	1.329173755
1526	1.329082707
1527	1.329023821
1528	1.328968149
1529	1.328906575
1530	1.328889312
1531	1.328873336
1532	1.328843329
1533	1.328822388
1534	1.328754697
1535	1.32871867
1536	1.328657552
1537	1.328628493
1538	1.328619145
1539	1.328598415
1540	1.328538133
1541	1.328486301
1542	1.328443783
1543	1.328411543
1544	1.328367649
1545	1.328346778
1546	1.328336598
1547	1.328261182
1548	1.328232888
1549	1.32821691
1550	1.32817141
1551	1.328112627
1552	1.328051833
1553	1.328021204
1554	1.327977289
1555	1.327955564
1556	1.32794081
1557	1.327880184
1558	1.327850901
1559	1.32782364
1560	1.327794
1561	1.327772608
1562	1.327741487
1563	1.327725592
1564	1.327697601
1565	1.327650342
1566	1.327608112
1567	1.327580431
1568	1.327559115
1569	1.327490796
1570	1.327449594
1571	1.327433603
1572	1.327373264
1573	1.327353387
1574	1.327309202
1575	1.327290275
1576	1.327247864
1577	1.327192133
1578	1.327120871
1579	1.32710236
1580	1.327056916
1581	1.327038288
1582	1.327019923
1583	1.326963965
1584	1.326944558
1585	1.32691717
1586	1.326893399
1587	1.326837588
1588	1.326795922
1589	1.326747486
1590	1.326725449
1591	1.326687688
1592	1.326636788
1593	1.326617159
1594	1.326575156
1595	1.326505445
1596	1.326443289
1597	1.326427673
1598	1.326403464
1599	1.326386693
1600	1.326346501
1601	1.326323868
1602	1.326306454
1603	1.326257849
1604	1.326228015
1605	1.326187721
1606	1.326146747
1607	1.326105487
1608	1.326082045
1609	1.326064388
1610	1.326024981
1611	1.325980166
1612	1.32595206
1613	1.325928654
1614	1.325894293
1615	1.325878202
1616	1.325856951
1617	1.325825293
1618	1.325797997
1619	1.325751261
1620	1.325714479
1621	1.325658778
1622	1.325639732
1623	1.32558687
1624	1.325539967
1625	1.325519744
1626	1.32549668
1627	1.325472753
1628	1.325431839
1629	1.325403157
1630	1.325360819
1631	1.325335593
1632	1.325278597
1633	1.325229736
1634	1.325208001
1635	1.325179179
1636	1.325143386
1637	1.325113638
1638	1.325068301
1639	1.325017825
1640	1.325000552
1641	1.324944049
1642	1.324923731
1643	1.324867726
1644	1.324834301
1645	1.324816757
1646	1.324795418
1647	1.324705735
1648	1.324684991
1649	1.324647287
1650	1.324597438
1651	1.324563525
1652	1.324542148
1653	1.324521668
1654	1.324509175
1655	1.324463739
1656	1.324434967
1657	1.324416117
1658	1.324382831
1659	1.324345536
1660	1.324328894
1661	1.324296102
1662	1.324244428
1663	1.324215101
1664	1.32416927
